"","sampleID","taxon","wiSample_rel_abund","State","MonthofCollection","fullDataset_mean_rel_abund","fullDataset_med_rel_abund"
"1","1085","Cultivar Fungus",97.3984518394382,"ga","may",93.0169618259276,97.9725415070243
"2","1085","*Cladosporium*",0.00532013938765196,"ga","may",0.0533961759088995,0.00532013938765196
"3","1085","*Lecanicillium*",0.00532013938765196,"ga","may",0.125285630063773,0.00532013938765196
"4","1085","*Meyerozyma*",0.00532013938765196,"ga","may",2.06740736819999,0.00532013938765196
"5","1085","*Oberwinklerozyma*",0.00532013938765196,"ga","may",0.0544205001928202,0.00532013938765196
"6","1085","*Penicillium*",0.00532013938765196,"ga","may",0.0580739057323321,0.00532013938765196
"7","1085","*Scleroderma*",0.00532013938765196,"ga","may",0.0212485852553445,0.00532013938765196
"8","1085","*Trichoderma*",1.52421993456229,"ga","may",2.94862915714644,1.19760479041916
"9","1085","*Xylaria*",0.00532013938765196,"ga","may",0.0255118001824723,0.00532013938765196
"10","1085","Other",1.07732822599952,"ga","may",0.645860735844121,0.494851943491101
"11","1085","Unclassified<br>*Stephanosporaceae*",0.00532013938765196,"ga","may",1.0227528215966,0.00532013938765196
"12","1100","Cultivar Fungus",97.9725415070243,"ga","may",93.0169618259276,97.9725415070243
"13","1100","*Cladosporium*",0.00532013938765196,"ga","may",0.0533961759088995,0.00532013938765196
"14","1100","*Lecanicillium*",0.00532013938765196,"ga","may",0.125285630063773,0.00532013938765196
"15","1100","*Meyerozyma*",0.00532013938765196,"ga","may",2.06740736819999,0.00532013938765196
"16","1100","*Oberwinklerozyma*",0.00532013938765196,"ga","may",0.0544205001928202,0.00532013938765196
"17","1100","*Penicillium*",0.00532013938765196,"ga","may",0.0580739057323321,0.00532013938765196
"18","1100","*Scleroderma*",0.00798212005108557,"ga","may",0.0212485852553445,0.00532013938765196
"19","1100","*Trichoderma*",0.830140485312899,"ga","may",2.94862915714644,1.19760479041916
"20","1100","*Xylaria*",0.00532013938765196,"ga","may",0.0255118001824723,0.00532013938765196
"21","1100","Other",1.18933588761175,"ga","may",0.645860735844121,0.494851943491101
"22","1100","Unclassified<br>*Stephanosporaceae*",0.00532013938765196,"ga","may",1.0227528215966,0.00532013938765196
"23","1123","Cultivar Fungus",99.4413853642965,"ga","may",93.0169618259276,97.9725415070243
"24","1123","*Cladosporium*",0.00532013938765196,"ga","may",0.0533961759088995,0.00532013938765196
"25","1123","*Lecanicillium*",0.00532013938765196,"ga","may",0.125285630063773,0.00532013938765196
"26","1123","*Meyerozyma*",0.00532013938765196,"ga","may",2.06740736819999,0.00532013938765196
"27","1123","*Oberwinklerozyma*",0.00532013938765196,"ga","may",0.0544205001928202,0.00532013938765196
"28","1123","*Penicillium*",0.00532013938765196,"ga","may",0.0580739057323321,0.00532013938765196
"29","1123","*Scleroderma*",0.00532013938765196,"ga","may",0.0212485852553445,0.00532013938765196
"30","1123","*Trichoderma*",0.311228154177639,"ga","may",2.94862915714644,1.19760479041916
"31","1123","*Xylaria*",0.00532013938765196,"ga","may",0.0255118001824723,0.00532013938765196
"32","1123","Other",0.247386481525816,"ga","may",0.645860735844121,0.494851943491101
"33","1123","Unclassified<br>*Stephanosporaceae*",0.00532013938765196,"ga","may",1.0227528215966,0.00532013938765196
"34","1126","Cultivar Fungus",98.4677998563562,"ga","may",93.0169618259276,97.9725415070243
"35","1126","*Cladosporium*",0.0638416726518235,"ga","may",0.0533961759088995,0.00532013938765196
"36","1126","*Lecanicillium*",0.00532013938765196,"ga","may",0.125285630063773,0.00532013938765196
"37","1126","*Meyerozyma*",0.00532013938765196,"ga","may",2.06740736819999,0.00532013938765196
"38","1126","*Oberwinklerozyma*",0.00532013938765196,"ga","may",0.0544205001928202,0.00532013938765196
"39","1126","*Penicillium*",0.00532013938765196,"ga","may",0.0580739057323321,0.00532013938765196
"40","1126","*Scleroderma*",0.00532013938765196,"ga","may",0.0212485852553445,0.00532013938765196
"41","1126","*Trichoderma*",0.478812544888676,"ga","may",2.94862915714644,1.19760479041916
"42","1126","*Xylaria*",0.00532013938765196,"ga","may",0.0255118001824723,0.00532013938765196
"43","1126","Other",0.989545926103264,"ga","may",0.645860735844121,0.494851943491101
"44","1126","Unclassified<br>*Stephanosporaceae*",0.00532013938765196,"ga","may",1.0227528215966,0.00532013938765196
"45","1150","Cultivar Fungus",97.7245508982036,"ga","may",93.0169618259276,97.9725415070243
"46","1150","*Cladosporium*",0.0718562874251497,"ga","may",0.0533961759088995,0.00532013938765196
"47","1150","*Lecanicillium*",0.00532013938765196,"ga","may",0.125285630063773,0.00532013938765196
"48","1150","*Meyerozyma*",0.00532013938765196,"ga","may",2.06740736819999,0.00532013938765196
"49","1150","*Oberwinklerozyma*",0.00532013938765196,"ga","may",0.0544205001928202,0.00532013938765196
"50","1150","*Penicillium*",0.00532013938765196,"ga","may",0.0580739057323321,0.00532013938765196
"51","1150","*Scleroderma*",0.00532013938765196,"ga","may",0.0212485852553445,0.00532013938765196
"52","1150","*Trichoderma*",1.19760479041916,"ga","may",2.94862915714644,1.19760479041916
"53","1150","*Xylaria*",0.00532013938765196,"ga","may",0.0255118001824723,0.00532013938765196
"54","1150","Other",1.0059880239521,"ga","may",0.645860735844121,0.494851943491101
"55","1150","Unclassified<br>*Stephanosporaceae*",0.00532013938765196,"ga","may",1.0227528215966,0.00532013938765196
"56","1165","Cultivar Fungus",99.3855239007262,"ga","may",93.0169618259276,97.9725415070243
"57","1165","*Cladosporium*",0.00532013938765196,"ga","may",0.0533961759088995,0.00532013938765196
"58","1165","*Lecanicillium*",0.00532013938765196,"ga","may",0.125285630063773,0.00532013938765196
"59","1165","*Meyerozyma*",0.00532013938765196,"ga","may",2.06740736819999,0.00532013938765196
"60","1165","*Oberwinklerozyma*",0.00532013938765196,"ga","may",0.0544205001928202,0.00532013938765196
"61","1165","*Penicillium*",0.00532013938765196,"ga","may",0.0580739057323321,0.00532013938765196
"62","1165","*Scleroderma*",0.00532013938765196,"ga","may",0.0212485852553445,0.00532013938765196
"63","1165","*Trichoderma*",0.438911499481286,"ga","may",2.94862915714644,1.19760479041916
"64","1165","*Xylaria*",0.00532013938765196,"ga","may",0.0255118001824723,0.00532013938765196
"65","1165","Other",0.175564599792515,"ga","may",0.645860735844121,0.494851943491101
"66","1165","Unclassified<br>*Stephanosporaceae*",0.00532013938765196,"ga","may",1.0227528215966,0.00532013938765196
"67","1174","Cultivar Fungus",98.6832655015561,"ga","may",93.0169618259276,97.9725415070243
"68","1174","*Cladosporium*",0.0319208363259117,"ga","may",0.0533961759088995,0.00532013938765196
"69","1174","*Lecanicillium*",0.00532013938765196,"ga","may",0.125285630063773,0.00532013938765196
"70","1174","*Meyerozyma*",0.00532013938765196,"ga","may",2.06740736819999,0.00532013938765196
"71","1174","*Oberwinklerozyma*",0.00532013938765196,"ga","may",0.0544205001928202,0.00532013938765196
"72","1174","*Penicillium*",0.00532013938765196,"ga","may",0.0580739057323321,0.00532013938765196
"73","1174","*Scleroderma*",0.00532013938765196,"ga","may",0.0212485852553445,0.00532013938765196
"74","1174","*Trichoderma*",1.14915010773282,"ga","may",2.94862915714644,1.19760479041916
"75","1174","*Xylaria*",0.00532013938765196,"ga","may",0.0255118001824723,0.00532013938765196
"76","1174","Other",0.135663554385125,"ga","may",0.645860735844121,0.494851943491101
"77","1174","Unclassified<br>*Stephanosporaceae*",0.00532013938765196,"ga","may",1.0227528215966,0.00532013938765196
"78","1184","Cultivar Fungus",99.1461176282819,"ga","may",93.0169618259276,97.9725415070243
"79","1184","*Cladosporium*",0.00532013938765196,"ga","may",0.0533961759088995,0.00532013938765196
"80","1184","*Lecanicillium*",0.00532013938765196,"ga","may",0.125285630063773,0.00532013938765196
"81","1184","*Meyerozyma*",0.00532013938765196,"ga","may",2.06740736819999,0.00532013938765196
"82","1184","*Oberwinklerozyma*",0.00532013938765196,"ga","may",0.0544205001928202,0.00532013938765196
"83","1184","*Penicillium*",0.00532013938765196,"ga","may",0.0580739057323321,0.00532013938765196
"84","1184","*Scleroderma*",0.00532013938765196,"ga","may",0.0212485852553445,0.00532013938765196
"85","1184","*Trichoderma*",0.414970872236853,"ga","may",2.94862915714644,1.19760479041916
"86","1184","*Xylaria*",0.00532013938765196,"ga","may",0.0255118001824723,0.00532013938765196
"87","1184","Other",0.438911499481286,"ga","may",0.645860735844121,0.494851943491101
"88","1184","Unclassified<br>*Stephanosporaceae*",0.00532013938765196,"ga","may",1.0227528215966,0.00532013938765196
"89","1204","Cultivar Fungus",97.9888268156425,"ga","may",93.0169618259276,97.9725415070243
"90","1204","*Cladosporium*",0.0239425379090184,"ga","may",0.0533961759088995,0.00532013938765196
"91","1204","*Lecanicillium*",0.00532013938765196,"ga","may",0.125285630063773,0.00532013938765196
"92","1204","*Meyerozyma*",0.00532013938765196,"ga","may",2.06740736819999,0.00532013938765196
"93","1204","*Oberwinklerozyma*",0.00532013938765196,"ga","may",0.0544205001928202,0.00532013938765196
"94","1204","*Penicillium*",0.00532013938765196,"ga","may",0.0580739057323321,0.00532013938765196
"95","1204","*Scleroderma*",0.00532013938765196,"ga","may",0.0212485852553445,0.00532013938765196
"96","1204","*Trichoderma*",1.18914604948125,"ga","may",2.94862915714644,1.19760479041916
"97","1204","*Xylaria*",0.00532013938765196,"ga","may",0.0255118001824723,0.00532013938765196
"98","1204","Other",0.798084596967279,"ga","may",0.645860735844121,0.494851943491101
"99","1204","Unclassified<br>*Stephanosporaceae*",0.00532013938765196,"ga","may",1.0227528215966,0.00532013938765196
"100","1227","Cultivar Fungus",99.098236373793,"ga","may",93.0169618259276,97.9725415070243
"101","1227","*Cladosporium*",0.00532013938765196,"ga","may",0.0533961759088995,0.00532013938765196
